image_path,predicted_class_index,predicted_class_confidence,all_class_confidences,gradcam_output_path
dataset/train\DEFECT\defect_81.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_81.jpg
dataset/train\DEFECT\defect_82.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_82.jpg
dataset/train\DEFECT\defect_83.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_83.jpg
dataset/train\DEFECT\defect_84.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_84.jpg
dataset/train\DEFECT\defect_85.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_85.jpg
dataset/train\DEFECT\defect_86.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_86.jpg
dataset/train\DEFECT\defect_87.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_87.jpg
dataset/train\DEFECT\defect_88.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_88.jpg
dataset/train\DEFECT\defect_89.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_89.jpg
dataset/train\DEFECT\defect_9.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_9.jpg
dataset/train\DEFECT\defect_90.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_90.jpg
dataset/train\DEFECT\defect_91.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_91.jpg
dataset/train\DEFECT\defect_92.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_92.jpg
dataset/train\DEFECT\defect_93.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_93.jpg
dataset/train\DEFECT\defect_94.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_94.jpg
dataset/train\DEFECT\defect_95.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_95.jpg
dataset/train\DEFECT\defect_96.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_96.jpg
dataset/train\DEFECT\defect_97.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_97.jpg
dataset/train\DEFECT\defect_98.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_98.jpg
dataset/train\DEFECT\defect_99.jpg,0,1.0,1.0000,gradcam_outputs\train\DEFECT\defect_99.jpg
dataset/train\DEFECT\img_0.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_0.png
dataset/train\DEFECT\img_1.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_1.png
dataset/train\DEFECT\img_10.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_10.png
dataset/train\DEFECT\img_100.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_100.png
dataset/train\DEFECT\img_101.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_101.png
dataset/train\DEFECT\img_102.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_102.png
dataset/train\DEFECT\img_103.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_103.png
dataset/train\DEFECT\img_104.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_104.png
dataset/train\DEFECT\img_105.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_105.png
dataset/train\DEFECT\img_106.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_106.png
dataset/train\DEFECT\img_107.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_107.png
dataset/train\DEFECT\img_108.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_108.png
dataset/train\DEFECT\img_109.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_109.png
dataset/train\DEFECT\img_11.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_11.png
dataset/train\DEFECT\img_110.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_110.png
dataset/train\DEFECT\img_111.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_111.png
dataset/train\DEFECT\img_112.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_112.png
dataset/train\DEFECT\img_113.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_113.png
dataset/train\DEFECT\img_114.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_114.png
dataset/train\DEFECT\img_115.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_115.png
dataset/train\DEFECT\img_116.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_116.png
dataset/train\DEFECT\img_117.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_117.png
dataset/train\DEFECT\img_118.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_118.png
dataset/train\DEFECT\img_119.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_119.png
dataset/train\DEFECT\img_12.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_12.png
dataset/train\DEFECT\img_120.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_120.png
dataset/train\DEFECT\img_121.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_121.png
dataset/train\DEFECT\img_122.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_122.png
dataset/train\DEFECT\img_123.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_123.png
dataset/train\DEFECT\img_124.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_124.png
dataset/train\DEFECT\img_125.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_125.png
dataset/train\DEFECT\img_126.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_126.png
dataset/train\DEFECT\img_127.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_127.png
dataset/train\DEFECT\img_128.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_128.png
dataset/train\DEFECT\img_129.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_129.png
dataset/train\DEFECT\img_13.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_13.png
dataset/train\DEFECT\img_130.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_130.png
dataset/train\DEFECT\img_131.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_131.png
dataset/train\DEFECT\img_132.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_132.png
dataset/train\DEFECT\img_133.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_133.png
dataset/train\DEFECT\img_134.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_134.png
dataset/train\DEFECT\img_135.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_135.png
dataset/train\DEFECT\img_136.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_136.png
dataset/train\DEFECT\img_137.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_137.png
dataset/train\DEFECT\img_138.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_138.png
dataset/train\DEFECT\img_139.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_139.png
dataset/train\DEFECT\img_14.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_14.png
dataset/train\DEFECT\img_140.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_140.png
dataset/train\DEFECT\img_141.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_141.png
dataset/train\DEFECT\img_142.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_142.png
dataset/train\DEFECT\img_143.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_143.png
dataset/train\DEFECT\img_144.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_144.png
dataset/train\DEFECT\img_145.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_145.png
dataset/train\DEFECT\img_146.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_146.png
dataset/train\DEFECT\img_147.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_147.png
dataset/train\DEFECT\img_148.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_148.png
dataset/train\DEFECT\img_149.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_149.png
dataset/train\DEFECT\img_15.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_15.png
dataset/train\DEFECT\img_150.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_150.png
dataset/train\DEFECT\img_151.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_151.png
dataset/train\DEFECT\img_152.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_152.png
dataset/train\DEFECT\img_153.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_153.png
dataset/train\DEFECT\img_154.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_154.png
dataset/train\DEFECT\img_155.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_155.png
dataset/train\DEFECT\img_156.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_156.png
dataset/train\DEFECT\img_157.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_157.png
dataset/train\DEFECT\img_158.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_158.png
dataset/train\DEFECT\img_159.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_159.png
dataset/train\DEFECT\img_16.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_16.png
dataset/train\DEFECT\img_160.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_160.png
dataset/train\DEFECT\img_161.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_161.png
dataset/train\DEFECT\img_162.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_162.png
dataset/train\DEFECT\img_163.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_163.png
dataset/train\DEFECT\img_164.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_164.png
dataset/train\DEFECT\img_165.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_165.png
dataset/train\DEFECT\img_166.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_166.png
dataset/train\DEFECT\img_167.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_167.png
dataset/train\DEFECT\img_168.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_168.png
dataset/train\DEFECT\img_169.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_169.png
dataset/train\DEFECT\img_17.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_17.png
dataset/train\DEFECT\img_170.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_170.png
dataset/train\DEFECT\img_171.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_171.png
dataset/train\DEFECT\img_172.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_172.png
dataset/train\DEFECT\img_173.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_173.png
dataset/train\DEFECT\img_174.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_174.png
dataset/train\DEFECT\img_175.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_175.png
dataset/train\DEFECT\img_176.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_176.png
dataset/train\DEFECT\img_177.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_177.png
dataset/train\DEFECT\img_178.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_178.png
dataset/train\DEFECT\img_179.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_179.png
dataset/train\DEFECT\img_18.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_18.png
dataset/train\DEFECT\img_180.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_180.png
dataset/train\DEFECT\img_181.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_181.png
dataset/train\DEFECT\img_182.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_182.png
dataset/train\DEFECT\img_183.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_183.png
dataset/train\DEFECT\img_184.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_184.png
dataset/train\DEFECT\img_185.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_185.png
dataset/train\DEFECT\img_186.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_186.png
dataset/train\DEFECT\img_187.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_187.png
dataset/train\DEFECT\img_188.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_188.png
dataset/train\DEFECT\img_189.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_189.png
dataset/train\DEFECT\img_19.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_19.png
dataset/train\DEFECT\img_190.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_190.png
dataset/train\DEFECT\img_191.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_191.png
dataset/train\DEFECT\img_192.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_192.png
dataset/train\DEFECT\img_193.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_193.png
dataset/train\DEFECT\img_194.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_194.png
dataset/train\DEFECT\img_195.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_195.png
dataset/train\DEFECT\img_196.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_196.png
dataset/train\DEFECT\img_197.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_197.png
dataset/train\DEFECT\img_198.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_198.png
dataset/train\DEFECT\img_199.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_199.png
dataset/train\DEFECT\img_2.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_2.png
dataset/train\DEFECT\img_20.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_20.png
dataset/train\DEFECT\img_200.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_200.png
dataset/train\DEFECT\img_201.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_201.png
dataset/train\DEFECT\img_202.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_202.png
dataset/train\DEFECT\img_203.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_203.png
dataset/train\DEFECT\img_204.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_204.png
dataset/train\DEFECT\img_205.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_205.png
dataset/train\DEFECT\img_206.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_206.png
dataset/train\DEFECT\img_207.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_207.png
dataset/train\DEFECT\img_208.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_208.png
dataset/train\DEFECT\img_209.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_209.png
dataset/train\DEFECT\img_21.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_21.png
dataset/train\DEFECT\img_210.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_210.png
dataset/train\DEFECT\img_211.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_211.png
dataset/train\DEFECT\img_212.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_212.png
dataset/train\DEFECT\img_213.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_213.png
dataset/train\DEFECT\img_214.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_214.png
dataset/train\DEFECT\img_215.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_215.png
dataset/train\DEFECT\img_216.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_216.png
dataset/train\DEFECT\img_217.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_217.png
dataset/train\DEFECT\img_218.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_218.png
dataset/train\DEFECT\img_219.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_219.png
dataset/train\DEFECT\img_22.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_22.png
dataset/train\DEFECT\img_220.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_220.png
dataset/train\DEFECT\img_221.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_221.png
dataset/train\DEFECT\img_222.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_222.png
dataset/train\DEFECT\img_223.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_223.png
dataset/train\DEFECT\img_224.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_224.png
dataset/train\DEFECT\img_225.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_225.png
dataset/train\DEFECT\img_226.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_226.png
dataset/train\DEFECT\img_227.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_227.png
dataset/train\DEFECT\img_228.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_228.png
dataset/train\DEFECT\img_229.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_229.png
dataset/train\DEFECT\img_23.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_23.png
dataset/train\DEFECT\img_230.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_230.png
dataset/train\DEFECT\img_231.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_231.png
dataset/train\DEFECT\img_232.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_232.png
dataset/train\DEFECT\img_233.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_233.png
dataset/train\DEFECT\img_234.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_234.png
dataset/train\DEFECT\img_235.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_235.png
dataset/train\DEFECT\img_236.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_236.png
dataset/train\DEFECT\img_237.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_237.png
dataset/train\DEFECT\img_238.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_238.png
dataset/train\DEFECT\img_239.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_239.png
dataset/train\DEFECT\img_24.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_24.png
dataset/train\DEFECT\img_240.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_240.png
dataset/train\DEFECT\img_241.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_241.png
dataset/train\DEFECT\img_242.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_242.png
dataset/train\DEFECT\img_243.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_243.png
dataset/train\DEFECT\img_244.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_244.png
dataset/train\DEFECT\img_245.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_245.png
dataset/train\DEFECT\img_246.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_246.png
dataset/train\DEFECT\img_247.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_247.png
dataset/train\DEFECT\img_248.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_248.png
dataset/train\DEFECT\img_249.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_249.png
dataset/train\DEFECT\img_25.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_25.png
dataset/train\DEFECT\img_250.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_250.png
dataset/train\DEFECT\img_251.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_251.png
dataset/train\DEFECT\img_252.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_252.png
dataset/train\DEFECT\img_253.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_253.png
dataset/train\DEFECT\img_254.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_254.png
dataset/train\DEFECT\img_255.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_255.png
dataset/train\DEFECT\img_256.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_256.png
dataset/train\DEFECT\img_257.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_257.png
dataset/train\DEFECT\img_258.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_258.png
dataset/train\DEFECT\img_259.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_259.png
dataset/train\DEFECT\img_26.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_26.png
dataset/train\DEFECT\img_260.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_260.png
dataset/train\DEFECT\img_261.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_261.png
dataset/train\DEFECT\img_262.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_262.png
dataset/train\DEFECT\img_263.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_263.png
dataset/train\DEFECT\img_264.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_264.png
dataset/train\DEFECT\img_265.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_265.png
dataset/train\DEFECT\img_266.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_266.png
dataset/train\DEFECT\img_267.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_267.png
dataset/train\DEFECT\img_268.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_268.png
dataset/train\DEFECT\img_269.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_269.png
dataset/train\DEFECT\img_27.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_27.png
dataset/train\DEFECT\img_270.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_270.png
dataset/train\DEFECT\img_271.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_271.png
dataset/train\DEFECT\img_272.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_272.png
dataset/train\DEFECT\img_273.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_273.png
dataset/train\DEFECT\img_274.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_274.png
dataset/train\DEFECT\img_275.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_275.png
dataset/train\DEFECT\img_276.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_276.png
dataset/train\DEFECT\img_277.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_277.png
dataset/train\DEFECT\img_278.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_278.png
dataset/train\DEFECT\img_279.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_279.png
dataset/train\DEFECT\img_28.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_28.png
dataset/train\DEFECT\img_280.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_280.png
dataset/train\DEFECT\img_281.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_281.png
dataset/train\DEFECT\img_282.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_282.png
dataset/train\DEFECT\img_283.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_283.png
dataset/train\DEFECT\img_284.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_284.png
dataset/train\DEFECT\img_285.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_285.png
dataset/train\DEFECT\img_286.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_286.png
dataset/train\DEFECT\img_287.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_287.png
dataset/train\DEFECT\img_288.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_288.png
dataset/train\DEFECT\img_289.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_289.png
dataset/train\DEFECT\img_29.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_29.png
dataset/train\DEFECT\img_290.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_290.png
dataset/train\DEFECT\img_291.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_291.png
dataset/train\DEFECT\img_292.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_292.png
dataset/train\DEFECT\img_293.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_293.png
dataset/train\DEFECT\img_294.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_294.png
dataset/train\DEFECT\img_295.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_295.png
dataset/train\DEFECT\img_296.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_296.png
dataset/train\DEFECT\img_297.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_297.png
dataset/train\DEFECT\img_298.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_298.png
dataset/train\DEFECT\img_299.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_299.png
dataset/train\DEFECT\img_3.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_3.png
dataset/train\DEFECT\img_30.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_30.png
dataset/train\DEFECT\img_300.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_300.png
dataset/train\DEFECT\img_301.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_301.png
dataset/train\DEFECT\img_302.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_302.png
dataset/train\DEFECT\img_303.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_303.png
dataset/train\DEFECT\img_304.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_304.png
dataset/train\DEFECT\img_305.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_305.png
dataset/train\DEFECT\img_306.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_306.png
dataset/train\DEFECT\img_307.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_307.png
dataset/train\DEFECT\img_308.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_308.png
dataset/train\DEFECT\img_309.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_309.png
dataset/train\DEFECT\img_31.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_31.png
dataset/train\DEFECT\img_310.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_310.png
dataset/train\DEFECT\img_311.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_311.png
dataset/train\DEFECT\img_312.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_312.png
dataset/train\DEFECT\img_313.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_313.png
dataset/train\DEFECT\img_314.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_314.png
dataset/train\DEFECT\img_315.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_315.png
dataset/train\DEFECT\img_316.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_316.png
dataset/train\DEFECT\img_317.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_317.png
dataset/train\DEFECT\img_318.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_318.png
dataset/train\DEFECT\img_319.png,0,1.0,1.0000,gradcam_outputs\train\DEFECT\img_319.png
